name,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,roc_auc_ovr
mlp_deep,0.940406976744186,0.9415344960975135,0.9307255522838562,0.9415344960975135,0.9354855426543707,0.9979515083700278
mlp_small,0.9377422480620154,0.9408650631905153,0.9256241374798893,0.9408650631905153,0.9324555373642806,0.997699605306962
mlp_medium,0.9348352713178295,0.9383369925373785,0.9236722922807326,0.9383369925373785,0.9301421165700766,0.9971875507276856
